title,viewCount,subscriberCount,videoCount,createdAt,YoutubeChannel,LastestVideoUrl,ScrapingDate,ScrapingTimestamp,AverageViewsPerVideo,YearsSinceCreation,CustomClusterNbOfViews,CoverImageUrl,LastestVideoUrlEmbeded,HasNewVideoSinceLastScraping,PreviousScrapingDate,LastScrapingDate,isLastScraping,viewsCount_360_Days_Ago,Date_reference_360_Days_Ago,viewsGapTo_360_Days_Ago,viewsGrowthPercentage_360_Days_Ago,viewsCount_180_Days_Ago,Date_reference_180_Days_Ago,viewsGapTo_180_Days_Ago,viewsGrowthPercentage_180_Days_Ago,viewsCount_90_Days_Ago,Date_reference_90_Days_Ago,viewsGapTo_90_Days_Ago,viewsGrowthPercentage_90_Days_Ago,viewsCount_30_Days_Ago,Date_reference_30_Days_Ago,viewsGapTo_30_Days_Ago,viewsGrowthPercentage_30_Days_Ago,viewsCount_15_Days_Ago,Date_reference_15_Days_Ago,viewsGapTo_15_Days_Ago,viewsGrowthPercentage_15_Days_Ago,viewsCount_7_Days_Ago,Date_reference_7_Days_Ago,viewsGapTo_7_Days_Ago,viewsGrowthPercentage_7_Days_Ago
2Two,20768393,234000,41,2016-02-01,,,2023-05-01,2023-05-01 21:17:39,506546,7.24,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
2Two,22154010,242000,53,2016-02-01,https://www.youtube.com/channel/UC7S97iruRzmdXHARY6iXqDQ,,2024-02-11,2024-02-11 21:17:39,418000,8.03,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
2Two,22154010,242000,54,2016-02-01,https://www.youtube.com/channel/UC7S97iruRzmdXHARY6iXqDQ,https://www.youtube.com/watch?v=eZahtFe8YYo,2024-02-26,2024-02-26 21:54:18,410259,8.07,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
2Two,22154010,242000,54,2016-02-01,https://www.youtube.com/channel/UC7S97iruRzmdXHARY6iXqDQ,https://www.youtube.com/watch?v=eZahtFe8YYo,2024-02-27,2024-02-27 19:46:08,410259,8.07,5-Popular (reached 1 M views),https://yt3.ggpht.com/XfugMDEY9xjdbgXS6wsOm526KbPyIvrx12X6XopDV_CQWGDIUt_lhk3K1-X1xLOTGlmSV_wA=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
2Two,22154010,242000,52,2016-02-01,https://www.youtube.com/channel/UC7S97iruRzmdXHARY6iXqDQ,https://www.youtube.com/watch?v=eZahtFe8YYo,2024-03-06,2024-03-06 21:43:48,426038,8.1,5-Popular (reached 1 M views),https://yt3.ggpht.com/XfugMDEY9xjdbgXS6wsOm526KbPyIvrx12X6XopDV_CQWGDIUt_lhk3K1-X1xLOTGlmSV_wA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/eZahtFe8YYo,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
2Two,22154010,242000,52,2016-02-01,https://www.youtube.com/channel/UC7S97iruRzmdXHARY6iXqDQ,https://www.youtube.com/watch?v=eZahtFe8YYo,2024-04-21,2024-04-21 13:26:06,426038,8.22,5-Popular (reached 1 M views),https://yt3.ggpht.com/XfugMDEY9xjdbgXS6wsOm526KbPyIvrx12X6XopDV_CQWGDIUt_lhk3K1-X1xLOTGlmSV_wA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/eZahtFe8YYo,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
2Two,22154010,242000,52,2016-02-01,https://www.youtube.com/channel/UC7S97iruRzmdXHARY6iXqDQ,https://www.youtube.com/watch?v=eZahtFe8YYo,2024-05-01,2024-05-01 12:30:38,426038,8.25,5-Popular (reached 1 M views),https://yt3.ggpht.com/XfugMDEY9xjdbgXS6wsOm526KbPyIvrx12X6XopDV_CQWGDIUt_lhk3K1-X1xLOTGlmSV_wA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/eZahtFe8YYo,False,2024-04-21,2024-05-01,True,20768393.0,2023-05-01,1385617.0,6.67,,NaT,,,,NaT,,,,NaT,,,,NaT,,,22154010.0,2024-04-21,0.0,0.0
4LFA,56693212,354000,44,2018-01-07,,,2023-05-01,2023-05-01 21:17:39,1288482,5.31,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
4LFA,61757014,368000,48,2018-01-07,https://www.youtube.com/channel/UCyspqvfIMfwofk2MpBK9PEg,,2024-02-11,2024-02-11 21:17:39,1286604,6.1,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
4LFA,62398901,371000,49,2018-01-07,https://www.youtube.com/channel/UCyspqvfIMfwofk2MpBK9PEg,https://www.youtube.com/watch?v=ttO-_4qcZAw,2024-02-26,2024-02-26 21:54:18,1273446,6.14,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
4LFA,62398901,371000,49,2018-01-07,https://www.youtube.com/channel/UCyspqvfIMfwofk2MpBK9PEg,https://www.youtube.com/watch?v=ttO-_4qcZAw,2024-02-27,2024-02-27 19:46:08,1273446,6.14,4-Very popular (reached 50 M views),https://yt3.ggpht.com/SH_6KUgA_Ha30hCxoFZ2QJcTEIR5Jo7_JHUUfvrmgHtQTJQtjUd4BuUN4Bhcyb3ImQu_Ku7Sgg=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
4LFA,62398901,372000,51,2018-01-07,https://www.youtube.com/channel/UCyspqvfIMfwofk2MpBK9PEg,https://www.youtube.com/watch?v=UYUXuiAcy5Y,2024-03-06,2024-03-06 21:43:48,1223507,6.16,4-Very popular (reached 50 M views),https://yt3.ggpht.com/MIiKxg4UHuVepFsyO32Y9t3wkiJZbmnaXGbOSLiswRHmOxFnfOJAvjJZJJ9COz62JhSIcWDqYw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/UYUXuiAcy5Y,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
4LFA,63665599,375000,51,2018-01-07,https://www.youtube.com/channel/UCyspqvfIMfwofk2MpBK9PEg,https://www.youtube.com/watch?v=UYUXuiAcy5Y,2024-04-21,2024-04-21 13:26:06,1248345,6.29,4-Very popular (reached 50 M views),https://yt3.ggpht.com/MIiKxg4UHuVepFsyO32Y9t3wkiJZbmnaXGbOSLiswRHmOxFnfOJAvjJZJJ9COz62JhSIcWDqYw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/UYUXuiAcy5Y,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
4LFA,63665599,376000,51,2018-01-07,https://www.youtube.com/channel/UCyspqvfIMfwofk2MpBK9PEg,https://www.youtube.com/watch?v=UYUXuiAcy5Y,2024-05-01,2024-05-01 12:30:38,1248345,6.32,4-Very popular (reached 50 M views),https://yt3.ggpht.com/MIiKxg4UHuVepFsyO32Y9t3wkiJZbmnaXGbOSLiswRHmOxFnfOJAvjJZJJ9COz62JhSIcWDqYw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/UYUXuiAcy5Y,False,2024-04-21,2024-05-01,True,56693212.0,2023-05-01,6972387.0,12.3,,NaT,,,,NaT,,,,NaT,,,,NaT,,,63665599.0,2024-04-21,0.0,0.0
A.L.A,405460358,1870000,38,2017-06-22,,,2023-05-01,2023-05-01 21:17:39,10670009,5.86,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
A.L.A,491385845,2070000,38,2017-06-22,https://www.youtube.com/channel/UCldUc3lPRbibHFOomDrypXA,,2024-02-11,2024-02-11 21:17:39,12931206,6.64,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
A.L.A,496519570,2080000,38,2017-06-22,https://www.youtube.com/channel/UCldUc3lPRbibHFOomDrypXA,https://www.youtube.com/watch?v=cReh8MuKlfI,2024-02-26,2024-02-26 21:54:18,13066304,6.68,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
A.L.A,496519570,2080000,38,2017-06-22,https://www.youtube.com/channel/UCldUc3lPRbibHFOomDrypXA,https://www.youtube.com/watch?v=cReh8MuKlfI,2024-02-27,2024-02-27 19:46:08,13066304,6.69,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/rGU1ige0FEPHApb7B4_jfOmlg40Rr4LyRRKUPVk-6li7fCve3GDWbRbaJ4ecdnh98XA4nTvcBE4=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
A.L.A,501528002,2080000,38,2017-06-22,https://www.youtube.com/channel/UCldUc3lPRbibHFOomDrypXA,https://www.youtube.com/watch?v=cReh8MuKlfI,2024-03-06,2024-03-06 21:43:48,13198105,6.71,2-Rising Star (reached 500 M views),https://yt3.ggpht.com/rGU1ige0FEPHApb7B4_jfOmlg40Rr4LyRRKUPVk-6li7fCve3GDWbRbaJ4ecdnh98XA4nTvcBE4=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/cReh8MuKlfI,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
A.L.A,511940528,2100000,39,2017-06-22,https://www.youtube.com/channel/UCldUc3lPRbibHFOomDrypXA,https://www.youtube.com/watch?v=DrxhKC2GDbI,2024-04-21,2024-04-21 13:26:06,13126680,6.83,2-Rising Star (reached 500 M views),https://yt3.ggpht.com/rGU1ige0FEPHApb7B4_jfOmlg40Rr4LyRRKUPVk-6li7fCve3GDWbRbaJ4ecdnh98XA4nTvcBE4=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/DrxhKC2GDbI,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
A.L.A,517127575,2110000,40,2017-06-22,https://www.youtube.com/channel/UCldUc3lPRbibHFOomDrypXA,https://www.youtube.com/watch?v=fPzRamtK5mk,2024-05-01,2024-05-01 12:30:38,12928189,6.86,2-Rising Star (reached 500 M views),https://yt3.ggpht.com/rGU1ige0FEPHApb7B4_jfOmlg40Rr4LyRRKUPVk-6li7fCve3GDWbRbaJ4ecdnh98XA4nTvcBE4=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/fPzRamtK5mk,True,2024-04-21,2024-05-01,True,405460358.0,2023-05-01,111667217.0,27.54,,NaT,,,,NaT,,,,NaT,,,,NaT,,,511940528.0,2024-04-21,5187047.0,1.01
ALTAF,6785418,146000,10,2021-02-21,,,2023-05-01,2023-05-01 21:17:39,678541,2.19,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ALTAF,10646702,199000,13,2021-02-21,https://www.youtube.com/channel/UCyRm8YoM_EkTacM_op9mECA,,2024-02-11,2024-02-11 21:17:39,818977,2.97,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ALTAF,10762319,200000,13,2021-02-21,https://www.youtube.com/channel/UCyRm8YoM_EkTacM_op9mECA,https://www.youtube.com/watch?v=7dDJ8jjr2Jw,2024-02-26,2024-02-26 21:54:18,827870,3.01,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ALTAF,10762319,200000,13,2021-02-21,https://www.youtube.com/channel/UCyRm8YoM_EkTacM_op9mECA,https://www.youtube.com/watch?v=7dDJ8jjr2Jw,2024-02-27,2024-02-27 19:46:08,827870,3.02,5-Popular (reached 1 M views),https://yt3.ggpht.com/bJA4ozkhOF2js9dSPsDWibnD9DrONBYj5BvtSxtIwergxkMtV61xlM0nhO1ChrrLI1diUguc=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ALTAF,10878920,201000,13,2021-02-21,https://www.youtube.com/channel/UCyRm8YoM_EkTacM_op9mECA,https://www.youtube.com/watch?v=7dDJ8jjr2Jw,2024-03-06,2024-03-06 21:43:48,836840,3.04,5-Popular (reached 1 M views),https://yt3.ggpht.com/bJA4ozkhOF2js9dSPsDWibnD9DrONBYj5BvtSxtIwergxkMtV61xlM0nhO1ChrrLI1diUguc=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/7dDJ8jjr2Jw,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ALTAF,11100490,203000,13,2021-02-21,https://www.youtube.com/channel/UCyRm8YoM_EkTacM_op9mECA,https://www.youtube.com/watch?v=7dDJ8jjr2Jw,2024-04-21,2024-04-21 13:26:06,853883,3.16,5-Popular (reached 1 M views),https://yt3.ggpht.com/bJA4ozkhOF2js9dSPsDWibnD9DrONBYj5BvtSxtIwergxkMtV61xlM0nhO1ChrrLI1diUguc=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/7dDJ8jjr2Jw,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ALTAF,11215520,203000,13,2021-02-21,https://www.youtube.com/channel/UCyRm8YoM_EkTacM_op9mECA,https://www.youtube.com/watch?v=7dDJ8jjr2Jw,2024-05-01,2024-05-01 12:30:38,862732,3.19,5-Popular (reached 1 M views),https://yt3.ggpht.com/bJA4ozkhOF2js9dSPsDWibnD9DrONBYj5BvtSxtIwergxkMtV61xlM0nhO1ChrrLI1diUguc=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/7dDJ8jjr2Jw,False,2024-04-21,2024-05-01,True,6785418.0,2023-05-01,4430102.0,65.29,,NaT,,,,NaT,,,,NaT,,,,NaT,,,11100490.0,2024-04-21,115030.0,1.04
ARTMASTA,380204234,1490000,64,2012-04-02,,,2023-05-01,2023-05-01 21:17:39,5940691,11.08,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ARTMASTA,420093108,1580000,76,2012-04-02,https://www.youtube.com/channel/UCe5CNewjPQU0DMWvvJtIkLg,,2024-02-11,2024-02-11 21:17:39,5527540,11.86,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ARTMASTA,422586257,1590000,77,2012-04-02,https://www.youtube.com/channel/UCe5CNewjPQU0DMWvvJtIkLg,https://www.youtube.com/watch?v=azaI0c5giTQ,2024-02-26,2024-02-26 21:54:18,5488133,11.9,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ARTMASTA,422647424,1590000,77,2012-04-02,https://www.youtube.com/channel/UCe5CNewjPQU0DMWvvJtIkLg,https://www.youtube.com/watch?v=azaI0c5giTQ,2024-02-27,2024-02-27 19:46:08,5488927,11.91,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/8vgXvr1bb_Mwatfr2mR2h2pIWPq0_V5rVzX5HhaCp0wyGnbETWB7Ot-5y-L6bqcvEU7ha3mmxA=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ARTMASTA,423597393,1590000,78,2012-04-02,https://www.youtube.com/channel/UCe5CNewjPQU0DMWvvJtIkLg,https://www.youtube.com/watch?v=8f8OD4YCwz0,2024-03-06,2024-03-06 21:43:48,5430735,11.93,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/8vgXvr1bb_Mwatfr2mR2h2pIWPq0_V5rVzX5HhaCp0wyGnbETWB7Ot-5y-L6bqcvEU7ha3mmxA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/8f8OD4YCwz0,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ARTMASTA,427190694,1600000,79,2012-04-02,https://www.youtube.com/channel/UCe5CNewjPQU0DMWvvJtIkLg,https://www.youtube.com/watch?v=EKoB5QhE7bA,2024-04-21,2024-04-21 13:26:06,5407477,12.05,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/8vgXvr1bb_Mwatfr2mR2h2pIWPq0_V5rVzX5HhaCp0wyGnbETWB7Ot-5y-L6bqcvEU7ha3mmxA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/EKoB5QhE7bA,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
ARTMASTA,427190694,1600000,79,2012-04-02,https://www.youtube.com/channel/UCe5CNewjPQU0DMWvvJtIkLg,https://www.youtube.com/watch?v=EKoB5QhE7bA,2024-05-01,2024-05-01 12:30:38,5407477,12.08,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/8vgXvr1bb_Mwatfr2mR2h2pIWPq0_V5rVzX5HhaCp0wyGnbETWB7Ot-5y-L6bqcvEU7ha3mmxA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/EKoB5QhE7bA,False,2024-04-21,2024-05-01,True,380204234.0,2023-05-01,46986460.0,12.36,,NaT,,,,NaT,,,,NaT,,,,NaT,,,427190694.0,2024-04-21,0.0,0.0
AVEYRO AVE,71604537,350000,165,2012-06-10,,,2023-05-01,2023-05-01 21:17:39,433966,10.89,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AVEYRO AVE,76831435,366000,173,2012-06-10,https://www.youtube.com/channel/UCWphVpAsuxyZLw-u9b5A3Gg,,2024-02-11,2024-02-11 21:17:39,444112,11.67,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AVEYRO AVE,77613820,366000,173,2012-06-10,https://www.youtube.com/channel/UCWphVpAsuxyZLw-u9b5A3Gg,AVEYRO AVE - FOM EL MADFA3 (Official Lyric Video),2024-02-26,2024-02-26 21:54:18,448634,11.72,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AVEYRO AVE,77613820,366000,173,2012-06-10,https://www.youtube.com/channel/UCWphVpAsuxyZLw-u9b5A3Gg,https://www.youtube.com/watch?v=uasQ75T6POA,2024-02-27,2024-02-27 19:46:08,448634,11.72,4-Very popular (reached 50 M views),https://yt3.ggpht.com/wm5tbuqGIY1Rt92mpIQ-oovaXbGDAGvUGOzCHNegeVFle7ayAjaQxl0shj1vq306r6gf04VJtg=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AVEYRO AVE,77613820,367000,173,2012-06-10,https://www.youtube.com/channel/UCWphVpAsuxyZLw-u9b5A3Gg,https://www.youtube.com/watch?v=uasQ75T6POA,2024-03-06,2024-03-06 21:43:48,448634,11.74,4-Very popular (reached 50 M views),https://yt3.ggpht.com/wm5tbuqGIY1Rt92mpIQ-oovaXbGDAGvUGOzCHNegeVFle7ayAjaQxl0shj1vq306r6gf04VJtg=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/uasQ75T6POA,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AVEYRO AVE,78398739,368000,120,2012-06-10,https://www.youtube.com/channel/UCWphVpAsuxyZLw-u9b5A3Gg,https://www.youtube.com/watch?v=vLVwRoWb_Dg,2024-04-21,2024-04-21 13:26:06,653322,11.86,4-Very popular (reached 50 M views),https://yt3.ggpht.com/wm5tbuqGIY1Rt92mpIQ-oovaXbGDAGvUGOzCHNegeVFle7ayAjaQxl0shj1vq306r6gf04VJtg=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/vLVwRoWb_Dg,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AVEYRO AVE,78398739,369000,174,2012-06-10,https://www.youtube.com/channel/UCWphVpAsuxyZLw-u9b5A3Gg,https://www.youtube.com/watch?v=vLVwRoWb_Dg,2024-05-01,2024-05-01 12:30:38,450567,11.89,4-Very popular (reached 50 M views),https://yt3.ggpht.com/wm5tbuqGIY1Rt92mpIQ-oovaXbGDAGvUGOzCHNegeVFle7ayAjaQxl0shj1vq306r6gf04VJtg=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/vLVwRoWb_Dg,False,2024-04-21,2024-05-01,True,71604537.0,2023-05-01,6794202.0,9.49,,NaT,,,,NaT,,,,NaT,,,,NaT,,,78398739.0,2024-04-21,0.0,0.0
AnarChnowa,690129,11600,33,2016-02-05,,,2023-05-01,2023-05-01 21:17:39,20913,7.23,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AnarChnowa,693170,11600,33,2016-02-05,https://www.youtube.com/channel/UCc_3n2IBUBmKWTxxSuKqzOg,,2024-02-11,2024-02-11 21:17:39,21005,8.02,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AnarChnowa,693319,11600,33,2016-02-05,https://www.youtube.com/channel/UCc_3n2IBUBmKWTxxSuKqzOg,https://www.youtube.com/watch?v=Ras91x30biA,2024-02-26,2024-02-26 21:54:18,21009,8.06,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AnarChnowa,693321,11600,33,2016-02-05,https://www.youtube.com/channel/UCc_3n2IBUBmKWTxxSuKqzOg,https://www.youtube.com/watch?v=Ras91x30biA,2024-02-27,2024-02-27 19:46:08,21009,8.06,6-Amateur (less than 1 M views),https://yt3.ggpht.com/ytc/AIdro_nru-1VWer3qbbLOPILSylnvFGfUC0or7fPRxp_=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AnarChnowa,693363,11600,33,2016-02-05,https://www.youtube.com/channel/UCc_3n2IBUBmKWTxxSuKqzOg,https://www.youtube.com/watch?v=Ras91x30biA,2024-03-06,2024-03-06 21:43:48,21011,8.08,6-Amateur (less than 1 M views),https://yt3.ggpht.com/ytc/AIdro_nru-1VWer3qbbLOPILSylnvFGfUC0or7fPRxp_=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/Ras91x30biA,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AnarChnowa,693815,11600,33,2016-02-05,https://www.youtube.com/channel/UCc_3n2IBUBmKWTxxSuKqzOg,https://www.youtube.com/watch?v=Ras91x30biA,2024-04-21,2024-04-21 13:26:06,21024,8.21,6-Amateur (less than 1 M views),https://yt3.ggpht.com/ytc/AIdro_k5a20HnQIfqrFueHeJQtqi-9NdLFTekK8tppGrdl18Ow=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/Ras91x30biA,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
AnarChnowa,693943,11600,33,2016-02-05,https://www.youtube.com/channel/UCc_3n2IBUBmKWTxxSuKqzOg,https://www.youtube.com/watch?v=Ras91x30biA,2024-05-01,2024-05-01 12:30:38,21028,8.24,6-Amateur (less than 1 M views),https://yt3.ggpht.com/ytc/AIdro_k5a20HnQIfqrFueHeJQtqi-9NdLFTekK8tppGrdl18Ow=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/Ras91x30biA,False,2024-04-21,2024-05-01,True,690129.0,2023-05-01,3814.0,0.55,,NaT,,,,NaT,,,,NaT,,,,NaT,,,693815.0,2024-04-21,128.0,0.02
Az.i OFFICIEL,8001899,77800,32,2015-08-04,,,2023-05-01,2023-05-01 21:17:39,250059,7.74,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Az.i OFFICIEL,8134440,77900,34,2015-08-04,https://www.youtube.com/channel/UCqPWWqiaYhCaCCn_RgqQ03Q,,2024-02-11,2024-02-11 21:17:39,239248,8.53,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Az.i OFFICIEL,8138359,77900,34,2015-08-04,https://www.youtube.com/channel/UCqPWWqiaYhCaCCn_RgqQ03Q,https://www.youtube.com/watch?v=CmNcLDPQsJI,2024-02-26,2024-02-26 21:54:18,239363,8.57,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Az.i OFFICIEL,8138514,77900,34,2015-08-04,https://www.youtube.com/channel/UCqPWWqiaYhCaCCn_RgqQ03Q,https://www.youtube.com/watch?v=CmNcLDPQsJI,2024-02-27,2024-02-27 19:46:08,239368,8.57,5-Popular (reached 1 M views),https://yt3.ggpht.com/jYEy0k9_vnVNMNsMTqtXJDGFLLlAQk2uUbO9j24BRDBKmdsWw1xiLHTMfN1S2oSPpZyIrZ8Cag=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Az.i OFFICIEL,8140899,78000,34,2015-08-04,https://www.youtube.com/channel/UCqPWWqiaYhCaCCn_RgqQ03Q,https://www.youtube.com/watch?v=CmNcLDPQsJI,2024-03-06,2024-03-06 21:43:48,239438,8.59,5-Popular (reached 1 M views),https://yt3.ggpht.com/jYEy0k9_vnVNMNsMTqtXJDGFLLlAQk2uUbO9j24BRDBKmdsWw1xiLHTMfN1S2oSPpZyIrZ8Cag=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/CmNcLDPQsJI,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
